data,municipio,vlr_cesta_basica
01-05-2018,Florianópolis,441.62
01-06-2018,Florianópolis,425.3
01-07-2018,Florianópolis,415.27
01-08-2018,Florianópolis,431.3
01-09-2018,Florianópolis,435.47
01-10-2018,Florianópolis,450.35
01-11-2018,Florianópolis,454.87
01-12-2018,Florianópolis,457.82
01-01-2019,Florianópolis,437.55
01-02-2019,Florianópolis,441.89
01-03-2019,Florianópolis,474.07
01-04-2019,Florianópolis,482.3
01-05-2019,Florianópolis,487.93
01-06-2019,Florianópolis,494.96
01-07-2019,Florianópolis,483.2
01-08-2019,Florianópolis,464.24
01-09-2019,Florianópolis,454.94
01-10-2019,Florianópolis,458.28
01-11-2019,Florianópolis,478.68
01-12-2019,Florianópolis,511.7
01-01-2020,Florianópolis,489.13
01-02-2020,Florianópolis,493.15
01-03-2020,Florianópolis,517.13
01-04-2020,Florianópolis,523.8
01-05-2020,Florianópolis,524.07
01-06-2020,Florianópolis,516.97
01-07-2020,Florianópolis,522.03
01-08-2020,Florianópolis,530.42
01-09-2020,Florianópolis,582.4
01-10-2020,Florianópolis,584.76
01-11-2020,Florianópolis,616.98
01-12-2020,Florianópolis,615.57
01-01-2021,Florianópolis,651.37
01-02-2021,Florianópolis,639.81
01-03-2021,Florianópolis,632.75
01-04-2021,Florianópolis,634.53
01-05-2021,Florianópolis,636.37
01-06-2021,Florianópolis,645.38
01-07-2021,Florianópolis,654.43
01-08-2021,Florianópolis,659.0
01-09-2021,Florianópolis,662.85
01-10-2021,Florianópolis,700.69
01-11-2021,Florianópolis,710.53
01-12-2021,Florianópolis,689.56
01-01-2022,Florianópolis,695.59
01-02-2022,Florianópolis,707.56
01-03-2022,Florianópolis,745.47
01-04-2022,Florianópolis,788.0
01-05-2022,Florianópolis,772.07
01-06-2022,Florianópolis,760.41
01-07-2022,Florianópolis,753.73
01-08-2022,Florianópolis,746.21
01-09-2022,Florianópolis,746.55
01-10-2022,Florianópolis,753.82
01-11-2022,Florianópolis,776.14
01-12-2022,Florianópolis,769.19
01-01-2023,Florianópolis,760.65
01-02-2023,Florianópolis,746.95
01-03-2023,Florianópolis,742.23
01-04-2023,Florianópolis,769.35
01-05-2023,Florianópolis,765.13
01-06-2023,Florianópolis,771.54
01-07-2023,Florianópolis,746.66
01-08-2023,Florianópolis,743.94
01-09-2023,Florianópolis,747.64
01-10-2023,Florianópolis,738.77
01-11-2023,Florianópolis,747.59
01-12-2023,Florianópolis,758.5
01-01-2024,Florianópolis,800.31
01-02-2024,Florianópolis,783.36
01-03-2024,Florianópolis,791.21
01-04-2024,Florianópolis,781.53
01-05-2024,Florianópolis,801.03
01-06-2024,Florianópolis,816.06
01-07-2024,Florianópolis,782.73
01-08-2024,Florianópolis,756.31
01-09-2024,Florianópolis,768.33
01-10-2024,Florianópolis,796.94
01-11-2024,Florianópolis,799.62
01-12-2024,Florianópolis,809.46
01-01-2025,Florianópolis,808.75
01-02-2025,Florianópolis,807.71
01-03-2025,Florianópolis,831.92
01-01-2010,Porto Alegre,236.55
01-02-2010,Porto Alegre,238.46
01-03-2010,Porto Alegre,257.07
01-04-2010,Porto Alegre,268.72
01-05-2010,Porto Alegre,256.86
01-06-2010,Porto Alegre,248.15
01-07-2010,Porto Alegre,237.67
01-08-2010,Porto Alegre,240.91
01-09-2010,Porto Alegre,243.73
01-10-2010,Porto Alegre,247.21
01-11-2010,Porto Alegre,249.78
01-12-2010,Porto Alegre,252.15
01-01-2011,Porto Alegre,254.7
01-02-2011,Porto Alegre,256.51
01-03-2011,Porto Alegre,261.13
01-04-2011,Porto Alegre,264.63
01-05-2011,Porto Alegre,265.7
01-06-2011,Porto Alegre,272.24
01-07-2011,Porto Alegre,259.6
01-08-2011,Porto Alegre,271.25
01-09-2011,Porto Alegre,272.09
01-10-2011,Porto Alegre,277.34
01-11-2011,Porto Alegre,279.64
01-12-2011,Porto Alegre,276.86
01-01-2012,Porto Alegre,274.63
01-02-2012,Porto Alegre,269.61
01-03-2012,Porto Alegre,264.19
01-04-2012,Porto Alegre,268.1
01-05-2012,Porto Alegre,272.45
01-06-2012,Porto Alegre,280.26
01-07-2012,Porto Alegre,299.96
01-08-2012,Porto Alegre,308.27
01-09-2012,Porto Alegre,311.44
01-10-2012,Porto Alegre,305.72
01-11-2012,Porto Alegre,286.83
01-12-2012,Porto Alegre,294.37
01-01-2013,Porto Alegre,309.33
01-02-2013,Porto Alegre,318.16
01-03-2013,Porto Alegre,321.95
01-04-2013,Porto Alegre,312.28
01-05-2013,Porto Alegre,323.17
01-06-2013,Porto Alegre,329.16
01-07-2013,Porto Alegre,305.91
01-08-2013,Porto Alegre,311.5
01-09-2013,Porto Alegre,311.34
01-10-2013,Porto Alegre,324.87
01-11-2013,Porto Alegre,328.72
01-12-2013,Porto Alegre,329.18
01-01-2014,Porto Alegre,321.05
01-02-2014,Porto Alegre,316.55
01-03-2014,Porto Alegre,356.17
01-04-2014,Porto Alegre,359.37
01-05-2014,Porto Alegre,366.0
01-06-2014,Porto Alegre,351.36
01-07-2014,Porto Alegre,330.69
01-08-2014,Porto Alegre,325.64
01-09-2014,Porto Alegre,327.65
01-10-2014,Porto Alegre,340.63
01-11-2014,Porto Alegre,342.62
01-12-2014,Porto Alegre,348.56
01-01-2015,Porto Alegre,361.11
01-02-2015,Porto Alegre,353.81
01-03-2015,Porto Alegre,360.01
01-04-2015,Porto Alegre,368.97
01-05-2015,Porto Alegre,384.57
01-06-2015,Porto Alegre,384.13
01-07-2015,Porto Alegre,383.22
01-08-2015,Porto Alegre,387.83
01-09-2015,Porto Alegre,385.7
01-10-2015,Porto Alegre,380.8
01-11-2015,Porto Alegre,404.62
01-12-2015,Porto Alegre,418.82
01-12-2015 (1),Porto Alegre,424.39
01-01-2016,Porto Alegre,432.64
01-02-2016,Porto Alegre,416.82
01-03-2016,Porto Alegre,420.9
01-04-2016,Porto Alegre,426.93
01-05-2016,Porto Alegre,443.46
01-06-2016,Porto Alegre,465.03
01-07-2016,Porto Alegre,468.78
01-08-2016,Porto Alegre,474.34
01-09-2016,Porto Alegre,477.69
01-10-2016,Porto Alegre,478.07
01-11-2016,Porto Alegre,469.04
01-12-2016,Porto Alegre,459.02
01-01-2017,Porto Alegre,453.67
01-02-2017,Porto Alegre,435.51
01-03-2017,Porto Alegre,437.22
01-04-2017,Porto Alegre,464.19
01-05-2017,Porto Alegre,460.65
01-06-2017,Porto Alegre,443.66
01-07-2017,Porto Alegre,453.56
01-08-2017,Porto Alegre,445.76
01-09-2017,Porto Alegre,436.68
01-10-2017,Porto Alegre,446.87
01-11-2017,Porto Alegre,444.16
01-12-2017,Porto Alegre,426.74
01-01-2018,Porto Alegre,446.69
01-02-2018,Porto Alegre,434.5
01-03-2018,Porto Alegre,434.7
01-04-2018,Porto Alegre,430.29
01-05-2018,Porto Alegre,437.73
01-06-2018,Porto Alegre,452.81
01-07-2018,Porto Alegre,435.02
01-08-2018,Porto Alegre,419.81
01-09-2018,Porto Alegre,423.01
01-10-2018,Porto Alegre,449.89
01-11-2018,Porto Alegre,463.09
01-12-2018,Porto Alegre,464.72
01-01-2019,Porto Alegre,441.65
01-02-2019,Porto Alegre,449.95
01-03-2019,Porto Alegre,479.53
01-04-2019,Porto Alegre,499.38
01-05-2019,Porto Alegre,496.13
01-06-2019,Porto Alegre,498.41
01-07-2019,Porto Alegre,493.22
01-08-2019,Porto Alegre,469.17
01-09-2019,Porto Alegre,458.29
01-10-2019,Porto Alegre,463.24
01-11-2019,Porto Alegre,453.82
01-12-2019,Porto Alegre,506.3
01-01-2020,Porto Alegre,502.98
01-02-2020,Porto Alegre,492.83
01-03-2020,Porto Alegre,497.88
01-04-2020,Porto Alegre,527.01
01-05-2020,Porto Alegre,518.63
01-06-2020,Porto Alegre,512.4
01-07-2020,Porto Alegre,511.22
01-08-2020,Porto Alegre,528.61
01-09-2020,Porto Alegre,552.86
01-10-2020,Porto Alegre,581.39
01-11-2020,Porto Alegre,617.03
01-12-2020,Porto Alegre,615.66
01-01-2021,Porto Alegre,626.25
01-02-2021,Porto Alegre,632.67
01-03-2021,Porto Alegre,623.37
01-04-2021,Porto Alegre,626.11
01-05-2021,Porto Alegre,636.96
01-06-2021,Porto Alegre,642.31
01-07-2021,Porto Alegre,656.92
01-08-2021,Porto Alegre,664.67
01-09-2021,Porto Alegre,672.39
01-10-2021,Porto Alegre,691.08
01-11-2021,Porto Alegre,685.32
01-12-2021,Porto Alegre,682.9
01-01-2022,Porto Alegre,673.0
01-02-2022,Porto Alegre,695.91
01-03-2022,Porto Alegre,734.28
01-04-2022,Porto Alegre,780.86
01-05-2022,Porto Alegre,768.76
01-06-2022,Porto Alegre,754.19
01-07-2022,Porto Alegre,752.84
01-08-2022,Porto Alegre,748.06
01-09-2022,Porto Alegre,743.94
01-10-2022,Porto Alegre,768.82
01-11-2022,Porto Alegre,781.52
01-12-2022,Porto Alegre,765.63
01-01-2023,Porto Alegre,757.33
01-02-2023,Porto Alegre,741.3
01-03-2023,Porto Alegre,746.12
01-04-2023,Porto Alegre,783.55
01-05-2023,Porto Alegre,781.56
01-06-2023,Porto Alegre,773.56
01-07-2023,Porto Alegre,777.16
01-08-2023,Porto Alegre,760.59
01-09-2023,Porto Alegre,741.71
01-10-2023,Porto Alegre,739.21
01-11-2023,Porto Alegre,739.18
01-12-2023,Porto Alegre,766.53
01-01-2024,Porto Alegre,791.16
01-02-2024,Porto Alegre,796.81
01-03-2024,Porto Alegre,777.43
01-04-2024,Porto Alegre,775.63
01-05-2024,Porto Alegre,801.45
01-06-2024,Porto Alegre,804.86
01-07-2024,Porto Alegre,769.96
01-08-2024,Porto Alegre,740.82
01-09-2024,Porto Alegre,756.17
01-10-2024,Porto Alegre,774.32
01-11-2024,Porto Alegre,780.71
01-12-2024,Porto Alegre,783.72
01-01-2025,Porto Alegre,770.63
01-02-2025,Porto Alegre,769.74
01-03-2025,Porto Alegre,791.64
01-01-2010,Belém,204.62
01-02-2010,Belém,204.93
01-03-2010,Belém,215.72
01-04-2010,Belém,227.04
01-05-2010,Belém,221.74
01-06-2010,Belém,215.22
01-07-2010,Belém,215.32
01-08-2010,Belém,207.97
01-09-2010,Belém,211.31
01-10-2010,Belém,219.57
01-11-2010,Belém,224.0
01-12-2010,Belém,226.09
01-01-2011,Belém,228.55
01-02-2011,Belém,228.94
01-03-2011,Belém,232.76
01-04-2011,Belém,231.4
01-05-2011,Belém,229.62
01-06-2011,Belém,232.63
01-07-2011,Belém,233.14
01-08-2011,Belém,235.66
01-09-2011,Belém,235.75
01-10-2011,Belém,237.85
01-11-2011,Belém,242.82
01-12-2011,Belém,243.75
01-01-2012,Belém,248.77
01-02-2012,Belém,248.84
01-03-2012,Belém,245.07
01-04-2012,Belém,248.41
01-05-2012,Belém,250.61
01-06-2012,Belém,252.97
01-07-2012,Belém,259.89
01-08-2012,Belém,262.33
01-09-2012,Belém,262.4
01-10-2012,Belém,268.58
01-11-2012,Belém,270.22
01-12-2012,Belém,271.58
01-01-2013,Belém,280.51
01-02-2013,Belém,286.7
01-03-2013,Belém,291.86
01-04-2013,Belém,307.18
01-05-2013,Belém,308.77
01-06-2013,Belém,309.01
01-07-2013,Belém,299.07
01-08-2013,Belém,296.11
01-09-2013,Belém,292.35
01-10-2013,Belém,293.2
01-11-2013,Belém,296.05
01-12-2013,Belém,296.34
01-01-2014,Belém,296.39
01-02-2014,Belém,298.86
01-03-2014,Belém,308.45
01-04-2014,Belém,310.91
01-05-2014,Belém,315.08
01-06-2014,Belém,318.46
01-07-2014,Belém,308.37
01-08-2014,Belém,301.52
01-09-2014,Belém,298.68
01-10-2014,Belém,298.64
01-11-2014,Belém,302.28
01-12-2014,Belém,307.63
01-01-2015,Belém,310.78
01-02-2015,Belém,314.89
01-03-2015,Belém,320.02
01-04-2015,Belém,322.81
01-05-2015,Belém,338.92
01-06-2015,Belém,356.24
01-07-2015,Belém,339.27
01-08-2015,Belém,334.45
01-09-2015,Belém,319.2
01-10-2015,Belém,321.72
01-11-2015,Belém,325.69
01-12-2015,Belém,351.38
01-12-2015 (1),Belém,351.94
01-01-2016,Belém,374.5
01-02-2016,Belém,406.86
01-03-2016,Belém,413.87
01-04-2016,Belém,412.51
01-05-2016,Belém,402.97
01-06-2016,Belém,419.28
01-07-2016,Belém,416.75
01-08-2016,Belém,421.33
01-09-2016,Belém,424.43
01-10-2016,Belém,425.03
01-11-2016,Belém,415.86
01-12-2016,Belém,410.71
01-01-2017,Belém,406.4
01-02-2017,Belém,395.57
01-03-2017,Belém,394.21
01-04-2017,Belém,398.12
01-05-2017,Belém,402.76
01-06-2017,Belém,393.01
01-07-2017,Belém,388.67
01-08-2017,Belém,375.82
01-09-2017,Belém,369.89
01-10-2017,Belém,367.03
01-11-2017,Belém,358.74
01-12-2017,Belém,356.67
01-01-2018,Belém,366.99
01-02-2018,Belém,379.36
01-03-2018,Belém,367.06
01-04-2018,Belém,366.19
01-05-2018,Belém,367.56
01-06-2018,Belém,381.65
01-07-2018,Belém,361.11
01-08-2018,Belém,360.3
01-09-2018,Belém,359.51
01-10-2018,Belém,361.7
01-11-2018,Belém,372.24
01-12-2018,Belém,382.31
01-01-2019,Belém,384.78
01-02-2019,Belém,383.76
01-03-2019,Belém,408.67
01-04-2019,Belém,423.17
01-05-2019,Belém,418.05
01-06-2019,Belém,407.67
01-07-2019,Belém,403.35
01-08-2019,Belém,393.94
01-09-2019,Belém,382.11
01-10-2019,Belém,377.37
01-11-2019,Belém,381.28
01-12-2019,Belém,414.13
01-01-2020,Belém,415.56
01-02-2020,Belém,432.95
01-03-2020,Belém,418.8
01-04-2020,Belém,434.19
01-05-2020,Belém,453.36
01-06-2020,Belém,453.87
01-07-2020,Belém,440.99
01-08-2020,Belém,441.51
01-09-2020,Belém,459.21
01-10-2020,Belém,468.22
01-11-2020,Belém,486.5
01-12-2020,Belém,500.89
01-01-2021,Belém,507.31
01-02-2021,Belém,512.95
01-03-2021,Belém,515.77
01-04-2021,Belém,505.87
01-05-2021,Belém,515.84
01-06-2021,Belém,518.53
01-07-2021,Belém,522.66
01-08-2021,Belém,530.13
01-09-2021,Belém,532.56
01-10-2021,Belém,538.44
01-11-2021,Belém,550.64
01-12-2021,Belém,556.87
01-01-2022,Belém,563.97
01-02-2022,Belém,574.86
01-03-2022,Belém,585.91
01-04-2022,Belém,610.31
01-05-2022,Belém,628.58
01-06-2022,Belém,632.26
01-07-2022,Belém,633.14
01-08-2022,Belém,634.85
01-09-2022,Belém,622.46
01-10-2022,Belém,615.22
01-11-2022,Belém,624.29
01-12-2022,Belém,639.44
01-01-2023,Belém,654.81
01-02-2023,Belém,662.98
01-03-2023,Belém,664.54
01-04-2023,Belém,660.77
01-05-2023,Belém,669.8
01-06-2023,Belém,659.89
01-07-2023,Belém,650.42
01-08-2023,Belém,640.11
01-09-2023,Belém,633.53
01-10-2023,Belém,632.92
01-11-2023,Belém,635.18
01-12-2023,Belém,645.44
01-01-2024,Belém,656.78
01-02-2024,Belém,665.12
01-03-2024,Belém,667.53
01-04-2024,Belém,681.45
01-05-2024,Belém,690.98
01-06-2024,Belém,695.58
01-07-2024,Belém,682.39
01-08-2024,Belém,664.92
01-09-2024,Belém,647.79
01-10-2024,Belém,649.9
01-11-2024,Belém,663.02
01-12-2024,Belém,665.83
01-01-2025,Belém,697.81
01-02-2025,Belém,700.06
01-03-2025,Belém,704.9
01-12-2015 (1),Boa Vista,363.9
01-01-2016,Boa Vista,389.93
01-02-2016,Boa Vista,403.83
01-03-2016,Boa Vista,375.37
01-04-2016,Boa Vista,384.82
01-05-2016,Boa Vista,396.88
01-06-2016,Boa Vista,409.97
01-07-2016,Boa Vista,442.83
01-08-2016,Boa Vista,441.6
01-09-2016,Boa Vista,444.04
01-10-2016,Boa Vista,441.05
01-11-2016,Boa Vista,408.63
01-12-2016,Boa Vista,395.69
01-01-2017,Boa Vista,380.09
01-02-2017,Boa Vista,367.34
01-03-2017,Boa Vista,371.49
01-04-2017,Boa Vista,388.99
01-05-2017,Boa Vista,387.98
01-06-2017,Boa Vista,383.99
01-07-2017,Boa Vista,372.23
01-08-2017,Boa Vista,377.45
01-12-2015 (1),Macapá,341.77
01-01-2016,Macapá,354.21
01-02-2016,Macapá,385.85
01-03-2016,Macapá,372.52
01-04-2016,Macapá,380.78
01-05-2016,Macapá,378.35
01-06-2016,Macapá,387.44
01-07-2016,Macapá,393.72
01-08-2016,Macapá,405.18
01-09-2016,Macapá,384.2
01-10-2016,Macapá,379.32
01-11-2016,Macapá,379.82
01-12-2016,Macapá,370.27
01-01-2017,Macapá,365.41
01-02-2017,Macapá,358.78
01-03-2017,Macapá,362.13
01-04-2017,Macapá,368.29
01-05-2017,Macapá,369.38
01-06-2017,Macapá,370.95
01-07-2017,Macapá,365.49
01-08-2017,Macapá,359.61
01-01-2010,Manaus,216.53
01-02-2010,Manaus,223.9
01-03-2010,Manaus,231.31
01-04-2010,Manaus,241.52
01-05-2010,Manaus,249.39
01-06-2010,Manaus,236.57
01-07-2010,Manaus,233.0
01-08-2010,Manaus,226.26
01-09-2010,Manaus,228.76
01-10-2010,Manaus,229.28
01-11-2010,Manaus,250.56
01-12-2010,Manaus,252.06
01-01-2011,Manaus,255.8
01-02-2011,Manaus,252.75
01-03-2011,Manaus,251.38
01-04-2011,Manaus,247.92
01-05-2011,Manaus,245.54
01-06-2011,Manaus,250.3
01-07-2011,Manaus,249.49
01-08-2011,Manaus,248.1
01-09-2011,Manaus,249.38
01-10-2011,Manaus,251.58
01-11-2011,Manaus,258.32
01-12-2011,Manaus,255.79
01-01-2012,Manaus,258.52
01-02-2012,Manaus,252.93
01-03-2012,Manaus,257.41
01-04-2012,Manaus,267.19
01-05-2012,Manaus,272.86
01-06-2012,Manaus,273.73
01-07-2012,Manaus,279.06
01-08-2012,Manaus,280.81
01-09-2012,Manaus,287.82
01-10-2012,Manaus,298.22
01-11-2012,Manaus,284.85
01-12-2012,Manaus,290.27
01-01-2013,Manaus,301.73
01-02-2013,Manaus,314.18
01-03-2013,Manaus,328.49
01-04-2013,Manaus,339.64
01-05-2013,Manaus,322.98
01-06-2013,Manaus,316.29
01-07-2013,Manaus,310.52
01-08-2013,Manaus,305.78
01-09-2013,Manaus,304.33
01-10-2013,Manaus,300.59
01-11-2013,Manaus,307.39
01-12-2013,Manaus,307.71
01-01-2014,Manaus,323.22
01-02-2014,Manaus,312.09
01-03-2014,Manaus,308.19
01-04-2014,Manaus,309.66
01-05-2014,Manaus,313.12
01-06-2014,Manaus,332.15
01-07-2014,Manaus,326.85
01-08-2014,Manaus,301.72
01-09-2014,Manaus,302.49
01-10-2014,Manaus,306.69
01-11-2014,Manaus,311.42
01-12-2014,Manaus,320.7
01-01-2015,Manaus,317.84
01-02-2015,Manaus,321.29
01-03-2015,Manaus,337.11
01-04-2015,Manaus,331.28
01-05-2015,Manaus,343.78
01-06-2015,Manaus,352.35
01-07-2015,Manaus,340.84
01-08-2015,Manaus,340.59
01-09-2015,Manaus,335.73
01-10-2015,Manaus,337.42
01-11-2015,Manaus,352.87
01-12-2015,Manaus,357.29
01-12-2015 (1),Manaus,367.79
01-01-2016,Manaus,405.72
01-02-2016,Manaus,437.86
01-03-2016,Manaus,381.52
01-04-2016,Manaus,383.72
01-05-2016,Manaus,386.08
01-06-2016,Manaus,384.0
01-07-2016,Manaus,404.22
01-08-2016,Manaus,401.5
01-09-2016,Manaus,401.44
01-10-2016,Manaus,409.88
01-11-2016,Manaus,394.21
01-12-2016,Manaus,395.08
01-01-2017,Manaus,395.79
01-02-2017,Manaus,375.44
01-03-2017,Manaus,371.93
01-04-2017,Manaus,373.98
01-05-2017,Manaus,374.92
01-06-2017,Manaus,368.09
01-07-2017,Manaus,361.44
01-08-2017,Manaus,357.97
01-09-2017,Manaus,355.47
01-10-2017,Manaus,349.19
01-11-2017,Manaus,345.66
01-12-2017,Manaus,347.47
01-01-2018,Manaus,356.48
01-02-2018,Manaus,357.05
01-03-2018,Manaus,358.28
01-04-2018,Manaus,360.65
01-05-2018,Manaus,357.71
01-06-2018,Manaus,367.89
01-07-2018,Manaus,355.17
01-08-2018,Manaus,360.17
01-12-2015 (1),Palmas,346.02
01-01-2016,Palmas,395.31
01-02-2016,Palmas,364.49
01-03-2016,Palmas,376.93
01-04-2016,Palmas,365.75
01-05-2016,Palmas,369.86
01-06-2016,Palmas,392.05
01-07-2016,Palmas,404.27
01-08-2016,Palmas,410.84
01-09-2016,Palmas,411.86
01-10-2016,Palmas,404.6
01-11-2016,Palmas,390.48
01-12-2016,Palmas,383.09
01-01-2017,Palmas,377.72
01-02-2017,Palmas,370.0
01-03-2017,Palmas,373.56
01-04-2017,Palmas,392.85
01-05-2017,Palmas,376.15
01-06-2017,Palmas,362.85
01-07-2017,Palmas,369.41
01-12-2015 (1),Porto Velho,347.47
01-01-2016,Porto Velho,365.79
01-02-2016,Porto Velho,359.68
01-03-2016,Porto Velho,354.29
01-04-2016,Porto Velho,354.21
01-05-2016,Porto Velho,360.81
01-06-2016,Porto Velho,390.22
01-07-2016,Porto Velho,388.05
01-08-2016,Porto Velho,395.84
01-09-2016,Porto Velho,389.22
01-10-2016,Porto Velho,397.71
01-11-2016,Porto Velho,387.71
01-12-2016,Porto Velho,377.69
01-01-2017,Porto Velho,373.43
01-02-2017,Porto Velho,365.89
01-03-2017,Porto Velho,372.96
01-04-2017,Porto Velho,383.96
01-05-2017,Porto Velho,385.76
01-06-2017,Porto Velho,381.14
01-07-2017,Porto Velho,385.17
01-08-2017,Porto Velho,376.84
01-12-2015 (1),Rio Branco,310.96
01-01-2016,Rio Branco,341.53
01-02-2016,Rio Branco,349.22
01-03-2016,Rio Branco,342.66
01-04-2016,Rio Branco,343.86
01-05-2016,Rio Branco,335.31
01-06-2016,Rio Branco,358.88
01-07-2016,Rio Branco,371.94
01-08-2016,Rio Branco,377.16
01-09-2016,Rio Branco,372.13
01-10-2016,Rio Branco,379.34
01-11-2016,Rio Branco,380.74
01-12-2016,Rio Branco,384.44
01-01-2017,Rio Branco,335.15
01-02-2017,Rio Branco,330.58
01-03-2017,Rio Branco,323.34
01-04-2017,Rio Branco,333.18
01-05-2017,Rio Branco,333.15
01-06-2017,Rio Branco,333.35
01-07-2017,Rio Branco,332.06
01-01-2010,Aracaju,169.13
01-02-2010,Aracaju,169.57
01-03-2010,Aracaju,181.7
01-04-2010,Aracaju,184.97
01-05-2010,Aracaju,187.1
01-06-2010,Aracaju,184.17
01-07-2010,Aracaju,181.04
01-08-2010,Aracaju,174.96
01-09-2010,Aracaju,173.56
01-10-2010,Aracaju,172.4
01-11-2010,Aracaju,179.78
01-12-2010,Aracaju,175.88
01-01-2011,Aracaju,182.76
01-02-2011,Aracaju,190.66
01-03-2011,Aracaju,192.35
01-04-2011,Aracaju,185.88
01-05-2011,Aracaju,186.67
01-06-2011,Aracaju,183.24
01-07-2011,Aracaju,184.01
01-08-2011,Aracaju,187.73
01-09-2011,Aracaju,183.61
01-10-2011,Aracaju,182.68
01-11-2011,Aracaju,181.79
01-12-2011,Aracaju,182.22
01-01-2012,Aracaju,187.88
01-02-2012,Aracaju,188.59
01-03-2012,Aracaju,192.41
01-04-2012,Aracaju,192.52
01-05-2012,Aracaju,199.26
01-06-2012,Aracaju,199.7
01-07-2012,Aracaju,208.14
01-08-2012,Aracaju,212.99
01-09-2012,Aracaju,207.8
01-10-2012,Aracaju,206.03
01-11-2012,Aracaju,205.63
01-12-2012,Aracaju,204.06
01-01-2013,Aracaju,231.8
01-02-2013,Aracaju,238.4
01-03-2013,Aracaju,245.94
01-04-2013,Aracaju,247.72
01-05-2013,Aracaju,240.72
01-06-2013,Aracaju,248.07
01-07-2013,Aracaju,239.36
01-08-2013,Aracaju,233.19
01-09-2013,Aracaju,220.68
01-10-2013,Aracaju,222.55
01-11-2013,Aracaju,218.71
01-12-2013,Aracaju,216.78
01-01-2014,Aracaju,214.19
01-02-2014,Aracaju,225.57
01-03-2014,Aracaju,225.82
01-04-2014,Aracaju,238.04
01-05-2014,Aracaju,241.72
01-06-2014,Aracaju,247.64
01-07-2014,Aracaju,239.72
01-08-2014,Aracaju,230.52
01-09-2014,Aracaju,233.18
01-10-2014,Aracaju,232.82
01-11-2014,Aracaju,241.72
01-12-2014,Aracaju,245.7
01-01-2015,Aracaju,264.84
01-02-2015,Aracaju,264.67
01-03-2015,Aracaju,273.21
01-04-2015,Aracaju,281.61
01-05-2015,Aracaju,277.16
01-06-2015,Aracaju,275.42
01-07-2015,Aracaju,285.44
01-08-2015,Aracaju,283.02
01-09-2015,Aracaju,280.26
01-10-2015,Aracaju,282.87
01-11-2015,Aracaju,291.8
01-12-2015,Aracaju,296.82
01-12-2015 (1),Aracaju,305.75
01-01-2016,Aracaju,350.73
01-02-2016,Aracaju,362.09
01-03-2016,Aracaju,349.32
01-04-2016,Aracaju,348.24
01-05-2016,Aracaju,344.83
01-06-2016,Aracaju,376.73
01-07-2016,Aracaju,379.29
01-08-2016,Aracaju,370.7
01-09-2016,Aracaju,372.29
01-10-2016,Aracaju,378.17
01-11-2016,Aracaju,368.52
01-12-2016,Aracaju,349.68
01-01-2017,Aracaju,357.32
01-02-2017,Aracaju,344.72
01-03-2017,Aracaju,351.81
01-04-2017,Aracaju,363.87
01-05-2017,Aracaju,371.0
01-06-2017,Aracaju,365.55
01-07-2017,Aracaju,364.27
01-08-2017,Aracaju,353.85
01-09-2017,Aracaju,344.16
01-10-2017,Aracaju,340.37
01-11-2017,Aracaju,341.09
01-12-2017,Aracaju,340.02
01-01-2018,Aracaju,349.97
01-02-2018,Aracaju,341.59
01-03-2018,Aracaju,339.77
01-04-2018,Aracaju,342.39
01-05-2018,Aracaju,349.29
01-06-2018,Aracaju,349.55
01-07-2018,Aracaju,344.89
01-08-2018,Aracaju,344.92
01-09-2018,Aracaju,342.34
01-10-2018,Aracaju,342.5
01-11-2018,Aracaju,349.76
01-12-2018,Aracaju,358.75
01-01-2019,Aracaju,356.56
01-02-2019,Aracaju,379.61
01-03-2019,Aracaju,385.62
01-04-2019,Aracaju,404.68
01-05-2019,Aracaju,408.16
01-06-2019,Aracaju,383.09
01-07-2019,Aracaju,359.95
01-08-2019,Aracaju,337.96
01-09-2019,Aracaju,328.7
01-10-2019,Aracaju,325.01
01-11-2019,Aracaju,325.4
01-12-2019,Aracaju,351.97
01-01-2020,Aracaju,368.69
01-02-2020,Aracaju,371.22
01-03-2020,Aracaju,390.2
01-04-2020,Aracaju,401.37
01-05-2020,Aracaju,400.15
01-06-2020,Aracaju,420.03
01-07-2020,Aracaju,392.75
01-08-2020,Aracaju,398.47
01-09-2020,Aracaju,427.11
01-10-2020,Aracaju,442.26
01-11-2020,Aracaju,451.32
01-12-2020,Aracaju,453.16
01-01-2021,Aracaju,450.84
